Utterance_ID,Text,Emotion
Ses05M_impro03_M007,you know we did some you know some rock climbing up the waterfalls and went up to this little pool that was up there and then i its great um you have to climb this little rock,hap
Ses05M_impro03_F006,uhhuh,neu
Ses05M_impro03_M008,and you can climb it and its covered in algae you know so i wanted her to climb it to go take a picture like back in this little waterfall area and she got back there and she took her picture and then i had her come back and i was going to do the same thing,hap
Ses05M_impro03_M009,well instead i climb up on the rock and like i i didnt do it  well i did it on purpose i made it look like i accidentally did it i slipped down into this pool of water right and she freaks out because i slide all the way down this rock and um,hap
Ses05M_impro03_M010,and i pop up out of the water  and i had planned it already you know i pop up out of the water and i breathing and i like grab her hand you know and that in my hand ive got the ring,hap
Ses05M_impro03_M011,and shes like she feels it you know and she doesnt know what it is and she you know helps me get out and i wont let go of her hand and shes like what are you doing i and said you saved my life now will you marry me,hap
Ses05M_impro03_F007,oh my god thats so dramatic,hap
Ses05M_impro03_M012,wasnt that great i didnt want it to be too hokeybut but she liked itshe liked it,hap
Ses05M_impro03_F008,so cute,hap
Ses05M_impro03_F009,no its totally original though,hap
Ses05M_impro03_F010,oh,hap
Ses05M_impro03_M013,yeah and she said yes and she cried of course,hap
Ses05M_impro03_F011,oh then you had a whole weekend of camping,hap
Ses05M_impro03_M014,yes we did that in the beginning exactly so we had so we just had you know good times the rest of the weekend yeah,hap
Ses05M_impro03_F012,oh right sure laughter,hap
Ses05M_impro03_M015,it was a lot of fun it was a lot of fun shes great and im so happy,hap
Ses05M_impro03_F013,so where are you going to have your wedding,hap
Ses05M_impro03_M016,were going to do it back in the midwest where her family all is theyre all out there you know so um and so just gonna have a small small wedding but um you know of course youre going to come right,hap
Ses05M_impro03_F014,yeah of course,hap
Ses05M_impro03_F015,okay okay,hap
Ses05M_impro03_M018,um and she wants you to be in it too she loves you so much she thinks youre the sweetest of course you are youre youre my best friend so,hap
Ses05M_impro03_F016,where is she right now,hap
Ses05M_impro03_M019,oh shes back at work yeah,neu
Ses05M_impro03_F017,yeahill hang out with the both of you,hap
Ses05M_impro03_M020,of course well go out to dinner later this week,hap
Ses05M_impro03_F018,yes,hap
Ses05M_impro03_M021,it will be perfect,hap
Ses05M_impro03_F019,oh im so excited for you,hap
Ses05M_impro03_F020,oh,hap
Ses05M_impro03_M023,shes the one,hap
Ses05M_impro03_F021,oh my gosh you told your parents already and everything,hap
Ses05M_impro03_M024,of course i told them right away we called them all right them,hap
Ses05M_impro03_F022,are they so excited,hap
Ses05M_impro03_M025,oh yeah my moms freaking out oh yeah shes so happy this is you know its her dream come true she always wanted her little boy  she wants kids you know,hap
Ses05M_impro03_M026,she wants grandkids so well be working on that right away,hap
Ses05M_impro03_F023,are you guys gonna have kids,hap
Ses05M_impro03_M027,of course were gonna have kids like three at least,hap
Ses05M_impro03_M028,she wants like eight she wants like eight kids and im like no no no no no i am like what lets do maybe three and well go with that,hap
Ses05M_impro03_F026,are you going to start right away,neu
Ses05M_impro03_M029,well were going to take a little bit of time you know we need to get acclimated and you know start our lives make money you know be comfortable,hap
Ses05M_impro03_F027,yeah have you ever like lived with someone else before,neu
Ses05M_impro03_M030,oh yeah yeah yeah yeah i mean actually we lived together awhile back when we  yeah back in college for a little while yeah,hap
Ses05M_impro03_M031,but that so we are really used to each other we took the time apart and now were going to get back together were going to move in soon,hap
Ses05M_impro03_F030,oooh,neu
Ses05M_impro03_M032,its great im a lucky man,hap
Ses05M_impro03_F031,thats incredible yeah congratulations,hap
Ses05M_impro03_M033,thank you,hap
Ses05M_script01_3_F000,youre the only one i know who loves his parents,neu
Ses05M_script01_3_F001,its all right its a good thing its lovely here the air is sweet,hap
Ses05M_script01_3_M001,so youre not sorry i came,hap
Ses05M_script01_3_F003,well your mother first of all pretty much told me to leave,neu
Ses05M_script01_3_M003,well,neu
Ses05M_script01_3_F006,i figured they would your mother at least,neu
Ses05M_script01_3_F007,well from her perspective i mean why else would i come here,neu
Ses05M_script01_3_M010,you feel its wrong here dont you this yard this chair i want you to be ready for me annie i i dont want to win you away from anything,hap
Ses05M_script01_3_F009,oh chris ive been ready for a long time,hap
Ses05M_script01_3_F010,i almost got married two years ago,sad
Ses05M_script01_3_M013,you felt something that far back,hap
Ses05M_script01_3_F012,everyday since,hap
Ses05M_script01_3_F013,well i mean until then you never wrote and when you did what did you say i mean you sure can be ambiguous,hap
Ses05M_script01_3_M016,oh god i kissed annie i kissed annie i cant how long have i waited to do that,hap
Ses05M_script01_3_M017,oh annie were gonna live now im going to make you so happy,hap
Ses05M_script01_3_F015,not like that youre not,hap
Ses05M_script01_3_F016,like larrys brother do it like you chris whats the matter,sad
Ses05M_script01_3_M019,lets go for a ride i i i want to be alone with you,sad
Ses05M_script01_3_M020,no nothing like that,sad
Ses05M_script01_3_F019,even in your letters there was something ashamed,sad
Ses05M_script01_3_M021,yeah i suppose i have been but its going for me,sad
Ses05M_script01_3_F020,you have to tell me,sad
Ses05M_script01_3_M022,i dont i dont know where to start,neu
Ses05M_script01_3_F021,it wouldnt work like this,sad
Ses05M_script01_3_M023,its so mixed up with so many other things,sad
Ses05M_script01_3_F022,yeah sure,neu
Ses05M_script01_3_M025,i lost them,sad
Ses05M_script01_3_F023,how many,sad
Ses05M_script01_3_M026,just about all,sad
Ses05M_script01_3_M027,it it takes time to toss something like that offi mean because they werent just men,sad
Ses05M_script01_3_M029,i know its its just a little thing but thats just the kind of guys i had they didnt die they killed themselves for each other,sad
Ses05M_script01_3_M030,i mean that exactly anymore selfish  just a little bit more selfish and they would have been here today and it gave me an idea as i was watching them all go down,sad
Ses05M_script01_3_M033,it was and then i went home and it was incredible it didnt have any meaning there,sad
Ses05M_script01_3_M036,i felt what you said ashamed somehow because nobody had changed at all,sad
Ses05M_script01_3_M039,and i guess that included you,sad
Ses05M_script01_3_F024,do you still feel like that,sad
Ses05M_script01_3_M040,i want you now annie,sad
Ses05M_script01_3_F025,because you cant feel like that anymore chris because everything you have you have a right to me included,sad
Ses05M_script01_3_M041,oh annie,hap
Ses05M_script01_3_F027,laughter what will i do with a fortune,hap
Ses05M_script01_3_M042,annie i am going to make you a fortune,hap
Ses05M_script03_1_M001,i wonder,hap
Ses05M_script03_1_F001,what nobody knows we are here except freda and she wouldnt ring up,hap
Ses05M_script03_1_F002,what do we do,hap
Ses05M_script03_1_M003,were all right arent we darling whatever happens,neu
Ses05M_script03_1_F003,now and always my sweet,hap
Ses05M_script03_1_M004,i dont care then,hap
Ses05M_script03_1_F004,it was bound to happen sooner or later,hap
Ses05M_script03_1_F005,oh it sent shivers up my spine,hap
Ses05M_script03_1_M006,oh what shall we do if they suddenly walk in on us,hap
Ses05M_script03_1_M007,with the worst with the most perfect poise,hap
Ses05M_script03_1_M008,uhh its amazing how once you feel,hap
Ses05M_script03_1_M009,things that ought to matter most dreadfully dont matter at all when ones happy do they,hap
Ses05M_script03_1_M010,uhh you mustnt say that my darling,hap
Ses05M_script03_1_M011,being that sacred and wonderful thing love,hap
Ses05M_script03_1_M012,um what does it all mean thats what i ask myself in my endless quest for ultimate truth dear god what does it all mean,hap
Ses05M_script03_1_F011,dont laugh at me im serious,neu
Ses05M_script03_1_M013,you mustnt be serious darling thats just what they want,hap
Ses05M_script03_1_F012,whos they,neu
Ses05M_script03_1_M014,all the futile mortals who try to make life unbearable laugh at them be flippant laugh at everything all their sacred shibboleths,hap
Ses05M_script03_1_M015,uh the being flippant brings out the acid in their damned beauty and light,hap
Ses05M_script03_1_F013,if i laugh at everything then i must laugh at us too,neu
Ses05M_script03_1_M016,certainly you must we are figures of fun all right,hap
Ses05M_script03_1_F015,well will we always bicker and fight,neu
Ses05M_script03_1_M018,no that fire will fade along with our passion,hap
Ses05M_script03_1_F017,what if one of us dies does the other one laugh then,neu
Ses05M_script03_1_M020,yes yes with all his might,hap
Ses05M_script03_1_M021,no no that is quit laughable the cutting little mystery all done with mirrors,hap
Ses05M_script03_1_M022,so is everyone else in the long run lets be superficial and pity the poor philosophers lets blow trumpets and squeakers and enjoy the party as long as we can like little quiet idiotic school children,hap
Ses05M_script03_1_M023,garbage darling kiss me before your body rots and worms start popping in and out of your eye sockets,hap
Ses05M_script03_1_F020,elliott worms dont pop,neu
Ses05M_script03_1_M024,i dont care what you do see you could paint your body bright green and and run naked through the place vendome and run with every man in the world and i shant say a word as long as i know that you love me best,hap
Ses05M_script03_1_M025,do you remember that awful scene we had in venice,hap
Ses05M_script03_1_M026,the one where you bought that little painted wooden stake and you put it on my bed,hap
Ses05M_script03_1_M027,horrible thing i hated it,hap
Ses05M_script03_1_F024,i know you did you threw it out the window into the canal below i dont think ill ever forgive you for that,hap
Ses05M_script03_1_M028,how long did that roue last,hap
Ses05M_script03_1_M029,oh the worst one was in cannes when your curling iron burnt a hole in my new dressing gown,hap
Ses05M_script03_1_F026,oh it burnt my comb and all the towels in the bathroom,hap
Ses05M_script03_1_M030,laughter that was quit a rouser wasnt it,hap
Ses05M_script03_1_M031,oh i didnt hit you very hard,hap
Ses05M_script03_1_M032,i should never forget his face laughter,hap
Ses05M_script03_1_M033,we were very much younger then,hap
Ses05M_script03_1_F031,you knew there was nothing in that,neu
Ses05M_script02_2_M000,well so what do you think,hap
Ses05M_script02_2_F000,about what,neu
Ses05M_script02_2_M001,what i was just saying,hap
Ses05M_script02_2_F001,its ridiculous,neu
Ses05M_script02_2_M005,uh carla can i ask you a question no dont get upset but are you having your period,neu
Ses05M_script02_2_F005,god damn it augie seriously you always ask me that why do you ask me that i hate it its so insulting,ang
Ses05M_script02_2_F009,twice is every time weve tried thats ever,ang
Ses05M_script02_2_F010,no we wont its like waiting up for santa clause or something i feel like as though my whole life is going to be standing on the beach waiting with my eyes opened expectantly my hands clasped neatly in front of me waiting for fish to show up and the fish will not show up,ang
Ses05M_script02_2_F012,i did want to see it i always want to see it i just i keep thinking this will be the time and it never is,sad
Ses05M_script02_2_F013,do you remember the first time that we came to see the grunion it was about four years ago right after we got married we thought i was pregnant we had a bottle of champagne and no glasses you asked me to dance we took off our shoes and while we were dancing you said the most intimate things to me right in my ear so i could feel them as much as hear them,sad
Ses05M_script02_2_F014,and i remember thinking to myself finally i am as happy as i am supposed to be,sad
Ses05M_script02_2_F015,dancing barefoot in the sand drinking champagne out of the bottle,sad
Ses05M_script02_2_M016,it was in the car right when we were passing knickerbocker liquor locker you said lets stop and get champagne and i said that times a wasting or something like that right you wanted it to be like it was before right,neu
Ses05M_script02_2_F016,i would rather not remember some things id rather not hope for something,sad
Ses05M_script02_2_F017,no,sad
Ses05M_script02_2_F018,no,sad
Ses05M_script02_2_F019,no,sad
Ses05M_script02_2_F022,no,sad
Ses05M_script02_2_F023,i just want i just want things to turn out the way they are supposed to,sad
Ses05M_script02_2_M024,well welcome to the human race do you think this is what i had planned do you think that when i proposed that i had this great fantasy going that four years down the road we would end up arguing on the beach over some fish,ang
Ses05M_script02_2_M025,do you think that i thought there would be times when you would look at me like i was used kleenex or i would look at you and think good god whens the next flight to alaska no no im just like you i thought it would all be like peaches and roses and sand in our toes and wind in our hair and the fish would always come and the bills would magically pay themselves and wed have three fat rosy kids but ha ha baby the jokes on us,ang
Ses05M_script02_2_M026,because you know what you get carla you know what you get this,ang
Ses05M_script02_2_F026,but this isnt at all what i wanted it to be,sad
Ses05M_script02_2_M029,now i know me either,sad
Ses05M_script02_2_F027,this is just this i mean its a lot and everything but its not you know something else am i making any sense,sad
Ses05M_script02_2_M030,im trying the best i can,sad
Ses05M_script02_2_F028,i know that augie i do i know that and and i know that this meant a lot to you and and its special you know with the sand and the moon but,sad
Ses05M_script02_2_F029,but i just couldnt help thinking about being somewhere else,sad
Ses05M_script02_2_M031,maybe if youre with somebody else too,sad
Ses05M_script02_2_F030,i didnt say that,sad
Ses05M_script02_2_M032,no i know but i know i dont make you happy,sad
Ses05M_script02_2_F031,for heavens sake augie whatever i am doing id rather it be with you,sad
Ses05M_script02_2_F032,yes dont you know that i mean youre probably the one you wishes you were with somebody else somebody who didnt take everything so hard and who knew how to enjoy herself,sad
Ses05M_script02_2_M034,actually now that you mention it no i dont,hap
Ses05M_script02_2_M035,i dont know i think this is a pretty good spot i mean look at the view of the moon from here,hap
Ses05M_script02_2_F034,yes i did notice that it does look really beautiful over the water big old white moon,hap
Ses05M_script02_2_M036,oh well look what weve got here,hap
Ses05M_script02_2_M037,well it isnt champagne,hap
Ses05M_script02_2_F037,no im beginning to think you might be right i think this might be the spot after all augie im sorry,hap
Ses05M_script02_2_F038,or not,hap
Ses05M_script02_2_M040,or not,hap
Ses05M_script02_1_M000,what time is it theyre supposed to run around midnight oh this is great isnt it look at the night weve got here it couldnt be better actually i wanted to go a little further up the coast you know to get away from all the lights and the people i was afraid we might miss it though so how are you doing,hap
Ses05M_script02_1_F000,fine,sad
Ses05M_script02_1_M001,whats that is that wait is that foam i cant even tell oh actually i guess if i cant tell then it probably isnt it is it it will probably be unmistakable dont you think,hap
Ses05M_script02_1_M002,this is great how are you doing oh no oh do you know what i did i forgot the flashlight how could i be so stupid i forgot the flashlight,hap
Ses05M_script02_1_F001,what flashlight,neu
Ses05M_script02_1_M003,the flashlight the silver one theres only one isnt there stupid,hap
Ses05M_script02_1_M005,oh no of course our flashlight me flashlight is to you flashlight naturally,hap
Ses05M_script02_1_M006,how could we have forgotten it well i hope the moon stays out i wonder do they always run during a full moon i cant remember was the moon full last year do you remember,hap
Ses05M_script02_1_M007,are you cold do you want my jacket we should have brought the blanket our blanket oh this is great i didnt even think to bring a six pack oh a six pack would be just the ticket right about now,hap
Ses05M_script02_1_M008,i cant believe i forgotim like a little kid im surprised i made it out of the house with my fly zipped oh laughter,hap
Ses05M_script02_1_M009,oh i wonder if they can hear me or if they can feel the vibrations when we move around in the sand or something,hap
Ses05M_script02_1_M010,do you want my jacket,hap
Ses05M_script02_1_M017,honey its a natural phenomenon i mean this kind of thing only happens once a year its a great opportunity,hap
Ses05M_script02_1_M018,i mean think about people in kansas theyve got to get like you know plane tickets and hotel reservations just to see this were just forty minutes away its just too good of an opportunity to pass up,hap
Ses05M_script02_1_M019,yeah but all that time on the beach is the highlight of their little lives you know,hap
Ses05M_script02_1_M020,and all that about flopping around its like laying eggs or what do you  spawning or mating or something like that,hap
Ses05M_script02_1_M021,i mean this is a big night for these guys you know lifes last orgy,hap
Ses05M_script02_1_M023,all right but they are fish that do something no other fish do like the swallows were turning into capistrano or lemmings jumping off the cliffs you know like that theres theres magic here and mystery and a little bit of the unexplainable you know i cant see how you could not be interested,hap
Ses05M_script02_1_F016,im just not,sad
Ses05M_script02_1_M028,look there what is that is that  oh no thats seaweed,hap
Ses05M_script02_1_M029,oh this is great i wouldnt miss this for the world i mean think about this i know youre not interested but just think about this for a second,hap
Ses05M_script02_1_M030,somewhere out there is a giant mass of silver fish all swimming in this direction they dont know why theyre doing it we dont know why theyre doing it they didnt it wasnt a decision no one took a vote nobody sent them an invitation or a map or anything like that it was just some internal time release fire cracker that went off and all as one they turned around and formed this giant line as long as the california coastline and they just started swimming they are swimming right now at this very moment and and,hap
Ses05M_script02_1_M031,and its single mindedness with no mind it its urgency its pure urge i mean they didnt make any decisions they dont ask any questions they dont give it a name,hap
Ses05M_script02_1_M032,they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death god its giving me goosebumps look at all the hairs that are standing up,hap
Ses05M_script02_1_M033,well so what do you think,hap
Ses05M_script03_2_F001,only a trivial little broach,neu
Ses05M_script03_2_F002,not at all i quite like it i wear it often,neu
Ses05M_script03_2_F004,oh maybe a little nothing serious,neu
Ses05M_script03_2_F005,well what of it,neu
Ses05M_script03_2_F006,well it gave him a lot of pleasure and it didnt hurt me,neu
Ses05M_script03_2_M008,well thats a nice point of view i must say,ang
Ses05M_script03_2_M009,me too bored stiff,ang
Ses05M_script03_2_M010,do you want some brandy,neu
Ses05M_script03_2_F009,no thanks,neu
Ses05M_script03_2_M011,i think ill have a little,neu
Ses05M_script03_2_F012,its becoming a habit with you,neu
Ses05M_script03_2_M015,amanda really,ang
Ses05M_script03_2_F015,just making myself fascinating for you,neu
Ses05M_script03_2_F017,no it isnt,ang
Ses05M_script03_2_F018,no it it is not be quiet,ang
Ses05M_script03_2_M020,its a pity you didnt have a little bit more brandy it might have made you a little less disagreeable,ang
Ses05M_script03_2_M023,they snap,ang
Ses05M_script03_2_M024,so did you see much of peter burden after the divorce,neu
Ses05M_script03_2_F023,yes i did quite a lot,neu
Ses05M_script03_2_M025,you must have let him kiss you quite a good deal more then huh,ang
Ses05M_script03_2_M026,im sure you had a riotous time no restrain at all very enjoyable you never had much anyway,ang
Ses05M_script03_2_M027,i am not the slightest bit drunk,ang
Ses05M_script03_2_F026,you always had a weak head,neu
Ses05M_script03_2_M028,i do believe that i have said already that i had three minuet liquor glasses of brandy in the entire evening a child of two couldnt get drunk of that,ang
Ses05M_script03_2_M029,oh really how about a child of three or child of six what about a child of nine,ang
Ses05M_script03_2_F028,not would you shut up,ang
Ses05M_script03_2_M030,you know we could get a really good debate going on about this you know intemperate tots,ang
Ses05M_script03_2_M031,you know what thats a very good idea i think i will,ang
Ses05M_script03_2_M032,you better turn that off i think,ang
Ses05M_script03_2_M033,because its very late and youll disturb the people upstairs,ang
Ses05M_script03_2_M034,well there are people downstairs i suppose,ang
Ses05M_script03_2_M035,this is no time of the year for tunis,ang
Ses05M_script03_2_M036,i do i shall do no such thing,ang
Ses05M_script03_2_F034,very well if you have to be boorish and idiotic,ang
Ses05M_script03_2_M037,turn it off its driving me mad,ang
Ses05M_script03_2_F035,you are far too temperamental try to control yourself,ang
Ses05M_script03_2_M038,turn it off,ang
Ses05M_script03_2_F036,go away go away i i hate you,ang
Ses05M_script03_2_M039,very amusing indeed,ang
Ses05M_script03_2_F037,you know what im sick and tire of listening to you youre a youre a total sadistic bully,ang
Ses05M_script03_2_M040,ja very funny,ang
Ses05M_script03_2_F038,stop would you just go away i mean youre conceited and overbearing and utterly impossible,ang
Ses05M_script03_2_M041,you are a vile tempered wicked living evil little beast and i hope i never set eyes on you ever again,ang
Ses05M_script03_2_F039,this is the end do you understand me this is the end,ang
Ses05M_script03_2_M042,oh youre not going like this,ang
Ses05M_script03_2_F040,yes i am let go with me,ang
Ses05M_script03_2_M043,garbage no youre not,ang
Ses05M_script03_2_F041,you are a cruel fiend and ii loath you i thank god i realized who you are before i decided to marry you again oh my god never,ang
Ses05M_script03_2_M044,oh marry you again i wouldnt marry you again if you came crawling to me on bended knee,ang
Ses05M_script03_2_F042,beast,ang
Ses05M_script03_2_M045,youre a wicked little vampire and i pray to god i never set eyes on you again as long as i live,ang
Ses05M_script03_2_F043,brute,ang
Ses05M_script03_2_F044,pig,ang
Ses05F_impro04_F000,brian i need help,sad
Ses05F_impro04_M000,babe i dont know what to tell you dont give up,neu
Ses05F_impro04_M001,well of course not but what are you going to do if you move back home are you going to be able to find a job there,neu
Ses05F_impro04_M003,i went to school and i got my degree and i got a job,neu
Ses05F_impro04_M004,nothings impossible,neu
Ses05F_impro04_M005,you have to be willing  you have to be willing to start you know at the bottom and work your way up and,neu
Ses05F_impro04_M007,no it doesnt pay the bills but it would pay something and it would help you get somewhere else,neu
Ses05F_impro04_F008,i still cant live on in six seven and five its not possible in los angeles housing is too expensive,ang
Ses05F_impro04_M008,and no i understand but youve got to start somewhere its better than nothing and thats all you have you have nothing right now,neu
Ses05F_impro04_M009,wait you can move up theres management programs in mcdonalds and things like that,neu
Ses05F_impro04_M010,garbage no i wouldnt but i,neu
Ses05F_impro04_M011,well you know what life gets humili humiliating at times,neu
Ses05F_impro04_M012,well what are you going to do about it to make it different,neu
Ses05F_impro04_M013,have you theres got to be something else,neu
Ses05F_impro04_F015,im just so scared to start over i mean i put so much time and energy into being here,sad
Ses05F_impro04_F016,where am i supposed to go i mean like what,sad
Ses05F_impro04_M015,if its rent or something like that i mean i can help you out a little bit if if that will help you you know stick with it,neu
Ses05F_impro04_F017,i dont know maybe i can take out a loan i just i need prospects and i dont feel like i have any,sad
Ses05F_impro04_M016,well just dont give up and theres you know you never know something might be around the corner tomorrow,neu
Ses05F_impro04_M017,well you know im not going to let you starve,neu
Ses05F_impro04_F019,im just worried,sad
Ses05F_impro04_M020,its the way it seems to me you started complaining about not being able to find a job the first day you went out and didnt find a job and im not saying like and not trying to you know put you down or anything its just that,neu
Ses05F_impro04_F022,thats really hard to hear,sad
Ses05F_impro04_F023,i feel like i have faith and now faith is running thin because there is no money,sad
Ses05F_impro04_M022,well exactly money is not everything,neu
Ses05F_impro04_M024,you know i would never let that happen i wouldnt let that happen,neu
Ses05F_impro04_M025,you can always stay with me if you if you have to stay with me for a while and get yourself back up on your feet again you know im not just going to you know just throw you to the wolves or something like that if theres any way i can help you i will,neu
Ses05F_impro04_M026,but you have to keep trying you cant give up,neu
Ses05F_impro04_M027,and youve got to thinkwell ask yourself why are they not hiring you,neu
Ses05F_impro04_M028,i mean are you going in for interviews,neu
Ses05F_impro04_M029,are you presenting,neu
Ses05F_impro04_M030,putting your best foot forward or you,neu
Ses05F_impro04_M031,do they seem to like you i mean can you get any read from them,neu
Ses05F_impro04_M032,have you ever called them back and asked why you didnt get the job,neu
Ses05F_impro04_M033,do they give you any specifics as to why they didnt go with you,neu
Ses05F_impro04_M034,yeah i understand maybe what jobs are we talking about,neu
Ses05F_impro04_M035,like whats your ideal job what do you want to do,neu
Ses05F_impro04_F038,well id like to be a working actor,neu
Ses05F_impro04_M036,of course,neu
Ses05F_impro04_F039,but um,neu
Ses05F_impro04_M037,everyone wants to be a working actor but they all work at something else,neu
Ses05F_impro04_F040,yeah,neu
Ses05F_impro04_M038,so whats the something else,neu
Ses05F_impro04_F041,bartending catering,neu
Ses05F_impro04_M039,you cant get a catering gig well i can call some friends i well i did call some friends before but you went in once and then never went back,neu
Ses05F_impro04_F042,would you be willing to make some more calls on my behalf i wonti wont make you look bad,sad
Ses05F_impro04_M040,if i if you will you stick with it,neu
Ses05F_impro04_F043,yeah,neu
Ses05F_impro04_M041,okay okay ill call some people,neu
Ses05F_impro04_F044,thank you,neu
Ses05F_impro04_M042,but youve got to keep looking for other stuff youve got to do it on your own too okay,neu
Ses05F_impro04_F045,i will i will,neu
Ses05F_impro04_M043,you know ill always help you,neu
Ses05F_impro07_F000,so guess what,hap
Ses05F_impro07_M000,what,hap
Ses05F_impro07_F001,i got into college,hap
Ses05F_impro07_M001,shut up whatd you get whered you get accepted to please,hap
Ses05F_impro07_F002,usc,hap
Ses05F_impro07_M002,oh sweet,hap
Ses05F_impro07_F003,yeah,hap
Ses05F_impro07_M003,so youre not going to leave me,hap
Ses05F_impro07_F004,no,hap
Ses05F_impro07_M004,oh good good good good good good,hap
Ses05F_impro07_F005,ill stay in town,hap
Ses05F_impro07_M005,are you going to live on campus where are you going to live,hap
Ses05F_impro07_F006,uh i dont know,hap
Ses05F_impro07_M006,uh stay over here like travel to school because you are so close to me,hap
Ses05F_impro07_F007,well i dont want to i dont want to live with my mom,neu
Ses05F_impro07_M007,okay youre right youre right youre right right maybe we should get a place together,hap
Ses05F_impro07_F008,whoa what an idea where would you want to live,hap
Ses05F_impro07_M008,thatll be awesome,hap
Ses05F_impro07_M009,i dont know well i wouldnt mind living by the usc campus you know but im not going to go to school right now so,hap
Ses05F_impro07_M011,but id love to go all the us all the usc parties and do all that crazy stuff with you,hap
Ses05F_impro07_F011,whoa this is going to be so much fun,hap
Ses05F_impro07_M012,it is going to be so much fun yes,hap
Ses05F_impro07_M013,uh im so happy that youre not going to go away,hap
Ses05F_impro07_F012,thank you i know im really really really excited,hap
Ses05F_impro07_M014,oh i bet youre going to love it too you always wanted to go to usc,hap
Ses05F_impro07_F013,i know they have a really really great program for what i want to do,hap
Ses05F_impro07_M015,youre going to have so much fun and theres lo tons of people youre going to meet so many people im going to meet so many people too because were going to be there together,hap
Ses05F_impro07_F014,can we for real live together,hap
Ses05F_impro07_M016,sure why not i dont know why not im not doing anything i have no plans i could live anywhere i want,hap
Ses05F_impro07_F015,awesome,hap
Ses05F_impro07_F016,so should we get a place near campus or,hap
Ses05F_impro07_M017,thatll be great thatll be great,hap
Ses05F_impro07_M018,we should try to find like a party spot though like you know where theres going to be a lot of parties where there are cool people though do you know any people that might be out there,hap
Ses05F_impro07_F017,okay,hap
Ses05F_impro07_M019,yeah me either,hap
Ses05F_impro07_M020,garbage i know i know i know well figure it out right garbage it is going to be so much fun,hap
Ses05F_impro07_F021,its going to be ridiculous its going to be so cool,hap
Ses05F_impro07_M021,you cant make fun of me because im not going to school though because im going to be working though,hap
Ses05F_impro07_F023,laughter oh im going to be working too i mean,hap
Ses05F_impro07_F024,i i hear the same,hap
Ses05F_impro07_M024,woo i i do,hap
Ses05F_impro07_F025,i dont know how i feel about that but,hap
Ses05F_impro07_M025,i know exactly how you feel about that i think you feel really excited about it i know you are i can tell i know you,hap
Ses05F_impro07_F026,oh yeah,hap
Ses05F_impro07_F027,oh yeah,hap
Ses05F_impro07_M026,youre a wild and crazy woman,hap
Ses05F_impro07_F028,laughter oh itll be awesome thats for sure,hap
Ses05F_impro07_M027,uh huh it will be awesome,hap
Ses05F_impro07_F029,better than if id picked up and moved to boston,hap
Ses05F_impro07_M029,living near the usc campus by myself not going to school there just really pathetic and sad,hap
Ses05F_impro07_F030,laughter by yourself,hap
Ses05F_impro07_F031,youd be that kid,hap
Ses05F_impro07_F032,living near campus and not going to school,hap
Ses05F_impro07_M030,exactly mooching off of all like the college experiences that wouldve been me but you have saved me from that disaster thank you thank you very much,hap
Ses05F_impro07_F033,laughter,hap
Ses05F_impro07_M031,oh its going to be so much fun,hap
Ses05F_impro07_F034,yeah,hap
Ses05F_impro07_M032,well congratulations and to me too because now i get tohave,hap
Ses05F_impro07_F035,we should go apartment shoperhunting,hap
Ses05F_impro07_M033,thats a good idea,hap
Ses05F_impro07_F036,lets go tomorrow,hap
Ses05F_impro07_M034,tomorrow tomorrow tomorrow,hap
Ses05F_impro07_F037,yeah,hap
Ses05F_impro07_M035,good well have to have one soon youre going to have to go to school in a couple of months,hap
Ses05F_impro07_F038,woo,hap
Ses05F_impro07_M036,oh god its awesome theres going to be tons of places garbage,hap
Ses05F_impro07_F039,exciting,hap
Ses05M_impro04_F001,really its been that long,neu
Ses05M_impro04_F002,wow,neu
Ses05M_impro04_F003,what have you been trying,neu
Ses05M_impro04_F004,right,neu
Ses05M_impro04_F005,well i mean right now im just doing a little bit of everything and i dont i dont think that im in like a profession like career oriented place,neu
Ses05M_impro04_M008,you plan on being there forever i mean like what do you ,neu
Ses05M_impro04_F006,no im just working in restaurants and stuff but im also trying to audition and what not so its ,neu
Ses05M_impro04_M009,yeah,neu
Ses05M_impro04_M010,right,neu
Ses05M_impro04_F007,really,neu
Ses05M_impro04_F008,la is really hard i mean have you tried like just going into a bar a couple of times to make friends with people who work there and,neu
Ses05M_impro04_F009,i was just going to say thats your issue maybe you are going in too much no i mean just,neu
Ses05M_impro04_F010,are you going into the bars every night,neu
Ses05M_impro04_F011,well i dont really know i dont i dont know you in like a job situation so,neu
Ses05M_impro04_F012,wow i dont  i mean do you do you have an attitude problem when youre on the job,neu
Ses05M_impro04_F013,maybe garbage,neu
Ses05M_impro04_F014,right maybe you have like you know a little bit of an abrasive vibe or something,neu
Ses05M_impro04_M019,an abrasive vibe,ang
Ses05M_impro04_F015,i dont know im im just trying ,neu
Ses05M_impro04_M020,let me know thats  thats fine you think i have an abrasive vibe whatever youre entitled to your opinion of course maybe thats why i dont have a job,ang
Ses05M_impro04_F016,are you getting defensive,neu
Ses05M_impro04_F017,yeah that might be something you want to look at i mean ,neu
Ses05M_impro04_F018,okay,neu
Ses05M_impro04_F019,i understand,neu
Ses05M_impro04_F020,yeah its stressful i recognize that,neu
Ses05M_impro04_F021,ah,neu
Ses05M_impro04_F022,not not selling pot right,neu
